Dateiname;Grab;Umgebung;Kampagne;Datum;Raum;Areal;Abhub;Schnitt/Quadrant;SM;Fundnummer;Anthropologie;Befund;Bemerkung;Fundlage;Gelöscht;Bearbeitet;Alter Dateiname;
2018_01_0585;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;546;;Stempelabdruck;;;;;UBKVP_2018_01_753;
2018_01_0586;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;546;;Stempelabdruck;;;;;UBKVP_2018_01_754;
2018_01_0587;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;546;;Stempelabdruck;;;;;UBKVP_2018_01_755;
2018_01_0588;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;546;;Stempelabdruck;;;;;UBKVP_2018_01_756;
2018_01_0589;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;546;;Stempelabdruck;;;;;UBKVP_2018_01_757;
2018_01_0590;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;546;;Stempelabdruck;;;;;UBKVP_2018_01_758;
2018_01_0591;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_759;
2018_01_0592;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_760;
2018_01_0593;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_761;
2018_01_0594;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_762;
2018_01_0595;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_763;
2018_01_0596;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_764;
2018_01_0597;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_765;
2018_01_0598;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_766;
2018_01_0599;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_767;
2018_01_0600;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_768;
2018_01_0601;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_769;
2018_01_0602;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;545;;Stempelabdruck;;;;;UBKVP_2018_01_770;
2018_01_0603;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_771;
2018_01_0604;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_772;
2018_01_0605;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_773;
2018_01_0606;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_774;
2018_01_0607;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_775;
2018_01_0608;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_776;
2018_01_0609;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_777;
2018_01_0610;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_778;
2018_01_0611;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_779;
2018_01_0612;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;547;;Stempelabdruck;;;;;UBKVP_2018_01_780;
2018_01_0613;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;548;;Stempelabdruck;;;;;UBKVP_2018_01_781;
2018_01_0614;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;548;;Stempelabdruck;;;;;UBKVP_2018_01_782;
2018_01_0615;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;548;;Stempelabdruck;;;;;UBKVP_2018_01_783;
2018_01_0616;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;548;;Stempelabdruck;;;;;UBKVP_2018_01_784;
2018_01_0617;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;548;;Stempelabdruck;;;;;UBKVP_2018_01_785;
2018_01_0618;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIV;;548;;Stempelabdruck;;;;;UBKVP_2018_01_786;
2018_01_0619;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;549;;Stempelabdruck;;;;;UBKVP_2018_01_787;
2018_01_0620;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;549;;Stempelabdruck;;;;;UBKVP_2018_01_788;
2018_01_0621;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;549;;Stempelabdruck;;;;;UBKVP_2018_01_789;
2018_01_0622;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;549;;Stempelabdruck;;;;;UBKVP_2018_01_790;
2018_01_0623;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;549;;Stempelabdruck;;;;;UBKVP_2018_01_791;
2018_01_0624;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;549;;Stempelabdruck;;;;;UBKVP_2018_01_792;
2018_01_0625;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;549;;Stempelabdruck;;;;;UBKVP_2018_01_793;
2018_01_0626;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;549;;Stempelabdruck;;;;;UBKVP_2018_01_794;
2018_01_0627;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_795;
2018_01_0628;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_796;
2018_01_0629;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_797;
2018_01_0630;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_798;
2018_01_0631;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_799;
2018_01_0632;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_800;
2018_01_0633;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_801;
2018_01_0634;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_802;
2018_01_0635;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;550;;Stempelabdruck;;;;;UBKVP_2018_01_803;
2018_01_0636;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_804;
2018_01_0637;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_805;
2018_01_0638;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_806;
2018_01_0639;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_807;
2018_01_0640;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_808;
2018_01_0641;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_809;
2018_01_0642;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_810;
2018_01_0643;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_811;
2018_01_0644;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_812;
2018_01_0645;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_813;
2018_01_0646;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;551;;Stempelabdruck;;;;;UBKVP_2018_01_814;
2018_01_0647;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_815;
2018_01_0648;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_816;
2018_01_0649;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_817;
2018_01_0650;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_818;
2018_01_0651;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_819;
2018_01_0652;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_820;
2018_01_0653;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_821;
2018_01_0654;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_822;
2018_01_0655;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_823;
2018_01_0656;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_824;
2018_01_0657;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_825;
2018_01_0658;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_826;
2018_01_0659;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_827;
2018_01_0660;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_828;
2018_01_0661;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_829;
2018_01_0662;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_830;
2018_01_0663;40;;Frühlingskampagne 2018;10.01.18;C;;1;SIII;;552;;Stempelabdruck;;;;;UBKVP_2018_01_831;
2018_01_0664;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_832;
2018_01_0665;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_833;
2018_01_0666;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_834;
2018_01_0667;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_835;
2018_01_0668;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_836;
2018_01_0669;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_837;
2018_01_0670;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_838;
2018_01_0671;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_839;
2018_01_0672;40;;Frühlingskampagne 2018;10.01.18;E;;1;A1;;553;;Stempelabdruck;;;;;UBKVP_2018_01_840;
2018_01_0673;40;;Frühlingskampagne 2018;10.01.18;F;;1;C1;;554;;Stempelabdruck;;;;;UBKVP_2018_01_841;
2018_01_0674;40;;Frühlingskampagne 2018;10.01.18;F;;1;C1;;554;;Stempelabdruck;;;;;UBKVP_2018_01_842;
2018_01_0675;40;;Frühlingskampagne 2018;10.01.18;F;;1;C1;;554;;Stempelabdruck;;;;;UBKVP_2018_01_843;
2018_01_0676;40;;Frühlingskampagne 2018;10.01.18;F;;1;C1;;554;;Stempelabdruck;;;;;UBKVP_2018_01_844;
2018_01_0677;40;;Frühlingskampagne 2018;10.01.18;F;;1;C1;;554;;Stempelabdruck;;;;;UBKVP_2018_01_845;
2018_01_0678;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_846;
2018_01_0679;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_847;
2018_01_0680;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_848;
2018_01_0681;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_849;
2018_01_0682;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_850;
2018_01_0683;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_851;
2018_01_0684;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_852;
2018_01_0685;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_853;
2018_01_0686;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_854;
2018_01_0687;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_855;
2018_01_0688;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_856;
2018_01_0689;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_857;
2018_01_0690;40;;Frühlingskampagne 2018;10.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_858;
2018_01_0691;40;;Frühlingskampagne 2018;11.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_859;
2018_01_0692;40;;Frühlingskampagne 2018;11.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_860;
2018_01_0693;40;;Frühlingskampagne 2018;11.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_861;
2018_01_0694;40;;Frühlingskampagne 2018;11.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_862;
2018_01_0695;40;;Frühlingskampagne 2018;11.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_863;
2018_01_0696;40;;Frühlingskampagne 2018;11.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_864;
2018_01_0697;40;;Frühlingskampagne 2018;11.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_865;
2018_01_0698;40;;Frühlingskampagne 2018;11.01.18;C;;;;;593;;Siegelabdruck;;Sieb;;;UBKVP_2018_01_866;
2018_01_0699;40;;Frühlingskampagne 2018;11.01.18;B;;2;SI;;530;;Kanopendeckel/ Holz;;;;;UBKVP_2018_01_867;
2018_01_0700;40;;Frühlingskampagne 2018;11.01.18;B;;2;SI;;530;;Kanopendeckel/ Holz;;;;;UBKVP_2018_01_868;
2018_01_0701;40;;Frühlingskampagne 2018;11.01.18;B;;2;SI;;530;;Kanopendeckel/ Holz;;;;;UBKVP_2018_01_869;
2018_01_0702;40;;Frühlingskampagne 2018;11.01.18;B;;2;SI;;530;;Kanopendeckel/ Holz;;;;;UBKVP_2018_01_870;
2018_01_0703;40;;Frühlingskampagne 2018;11.01.18;B;;2;SI;;530;;Kanopendeckel/ Holz;;;;;UBKVP_2018_01_871;
2018_01_0704;40;;Frühlingskampagne 2018;11.01.18;B;;2;SI;;530;;Kanopendeckel/ Holz;;;;;UBKVP_2018_01_872;
2018_01_0705;40;;Frühlingskampagne 2018;11.01.18;B;;2;SI;;530;;Kanopendeckel/ Holz;;;;;UBKVP_2018_01_873;
2018_01_0706;40;;Frühlingskampagne 2018;11.01.18;B;;2;SI;;530;;Kanopendeckel/ Holz;;;;;UBKVP_2018_01_874;
2018_01_0707;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIII;;;;Leinenfragment;;;;;UBKVP_2018_01_886;
2018_01_0708;40;;Frühlingskampagne 2018;11.01.18;C;;1;SIII;;;;Leinenfragment;;;;;UBKVP_2018_01_887;
2018_01_0709;40;;Frühlingskampagne 2018;11.01.18;C;;2;SIII;;;;Leinenfragment;;;;;UBKVP_2018_01_888;
2018_01_0710;40;;Frühlingskampagne 2018;11.01.18;C;;2;SIII;;;;Leinenfragment;;;;;UBKVP_2018_01_889;
2018_01_0711;40;;Frühlingskampagne 2018;15.01.18;C;;1;SIII;40C_Stoff_054;;;Stoffaden;Gewegefragment mit Karotmuster;;;.jpg am 07.02.2018 bearbeitet;_DSC1483_1;
2018_01_0712;40;;Frühlingskampagne 2018;15.01.18;C;;1;SIII;40C_Stoff_054;;;Stoffaden;Gewegefragment mit Karotmuster;;;.jpg am 07.02.2018 bearbeitet;_DSC1484_1;
2018_01_0713;40;;Frühlingskampagne 2018;15.01.18;C;;1;SIII;40C_Stoff_054;;;Stoffaden;Gewegefragment mit Karotmuster;;;.jpg am 07.02.2018 bearbeitet;_DSC1485_1;
2018_01_0714;40;;Frühlingskampagne 2018;16.01.18;D;;1;E1;;;302;Langknochen;;;;;_DSC1503;
2018_01_0715;40;;Frühlingskampagne 2018;16.01.18;D;;1;F2;;;179;Menschliche Überreste;;;;;_DSC1504;
2018_01_0716;40;;Frühlingskampagne 2018;16.01.18;D;;1;F2;;;179;Menschliche Überreste;;;;;_DSC1505;
2018_01_0717;40;;Frühlingskampagne 2018;16.01.18;D;;1;E2;;;153;Menschliche Überreste;;;;;_DSC1506;
2018_01_0718;40;;Frühlingskampagne 2018;16.01.18;D;;1;E2;;;153;Menschliche Überreste;;;;;_DSC1507;
2018_01_0719;40;;Frühlingskampagne 2018;16.01.18;C;;1;SIII;;;47;Menschliche Überreste;;;;;_DSC1508;
2018_01_0720;40;;Frühlingskampagne 2018;16.01.18;C;;1;SIII;;;47;Menschliche Überreste;;;;;_DSC1509;
2018_01_0721;40;;Frühlingskampagne 2018;16.01.18;C;;1;SIII;;;47;Menschliche Überreste;;;;;_DSC1510;
2018_01_0722;40;;Frühlingskampagne 2018;16.01.18;C;;1;SIII;;;47;Menschliche Überreste;;;;;_DSC1511;
2018_01_0723;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1515;
2018_01_0724;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1516;
2018_01_0725;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1517;
2018_01_0726;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1518;
2018_01_0727;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1519;
2018_01_0728;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1520;
2018_01_0729;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1521;
2018_01_0730;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1522;
2018_01_0731;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1523;
2018_01_0732;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1524;
2018_01_0733;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1525;
2018_01_0734;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1526;
2018_01_0735;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1527;
2018_01_0736;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1528;
2018_01_0737;40;;Frühlingskampagne 2018;16.01.18;?;;?;?;;;?;Menschliche Überreste;;;;;_DSC1529;
2018_01_0738;40;;Frühlingskampagne 2018;21.01.18;C;;;SIV;;;;Keramikfragment;Scherbe/ Gefäss mit Inhalt?;;;;_DSC1777;
2018_01_0739;40;;Frühlingskampagne 2018;21.01.18;C;;;SIV;;;;Keramikfragment;Scherbe/ Gefäss mit Inhalt?;;;;_DSC1778;
2018_01_0740;40;;Frühlingskampagne 2018;21.01.18;C;;;SIV;;;;Keramikfragment;Scherbe/ Gefäss mit Inhalt?;;;;_DSC1779;
2018_01_0741;40;;Frühlingskampagne 2018;21.01.18;C;;;SIV;;;;Keramikfragment;Scherbe/ Gefäss mit Inhalt?;;;;_DSC1780;
2018_01_0742;40;;Frühlingskampagne 2018;21.01.18;E;;;C1;;;;Girlande;Girlandenreste/ aus Textilien;;;;_DSC1781;
2018_01_0743;40;;Frühlingskampagne 2018;21.01.18;E;;;C1;;;;Girlande;Girlandenreste/ aus Textilien;;;;_DSC1782;
2018_01_0744;40;;Frühlingskampagne 2018;21.01.18;E;;;C1;;;;Girlande;Girlandenreste/ aus Textilien;;;;_DSC1783;
2018_01_0745;40;;Frühlingskampagne 2018;21.01.18;E;;;C1;;;;Girlande;Girlandenreste/ aus Textilien;;;;_DSC1784;
2018_01_0746;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Kordeln;Kordeln aus Stoff/andere Materialien;;;;_DSC1791;
2018_01_0747;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Kordeln;Kordeln aus Stoff/andere Materialien;;;;_DSC1792;
2018_01_0748;40;;Frühlingskampagne 2018;21.01.18;E;;1;B2;;;;?;Stoff/andere Materialien;;;;_DSC1793;
2018_01_0749;40;;Frühlingskampagne 2018;21.01.18;E;;1;B2;;;;?;Stoff/andere Materialien;;;;_DSC1794;
2018_01_0750;40;;Frühlingskampagne 2018;21.01.18;C;;1;SII;;;;Seil;Andere Materialien/ Fundlage: Mitte 2-4m;Mitte 2-4m;;;_DSC1795;
2018_01_0751;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Stoff;;;;;_DSC1796;
2018_01_0752;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Stoff;;;;;_DSC1797;
2018_01_0753;40;;Frühlingskampagne 2018;21.01.18;C;;?;?;;;;Beschriftete Keramik;;;;;_DSC1798;
2018_01_0754;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Stoff;Aufgerollte Mumienbinde?;;;;_DSC1799;
2018_01_0755;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Stoff;Aufgerollte Mumienbinde?;;;;_DSC1800;
2018_01_0756;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Stoff;Aufgerollte Mumienbinde?;;;;_DSC1801;
2018_01_0757;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Stoff;Aufgerollte Mumienbinde?;;;;_DSC1802;
2018_01_0758;40;;Frühlingskampagne 2018;21.01.18;C;;1;SIII;;;;Stoff;Aufgerollte Mumienbinde?;;;;_DSC1803;
2018_01_0759;40;;Frühlingskampagne 2018;21.01.18;D;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1804;
2018_01_0760;40;;Frühlingskampagne 2018;21.01.18;D;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1805;
2018_01_0761;40;;Frühlingskampagne 2018;21.01.18;D;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1806;
2018_01_0762;40;;Frühlingskampagne 2018;21.01.18;C;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1807;
2018_01_0763;40;;Frühlingskampagne 2018;21.01.18;C;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1808;
2018_01_0764;40;;Frühlingskampagne 2018;21.01.18;C;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1809;
2018_01_0765;40;;Frühlingskampagne 2018;21.01.18;E;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1810;
2018_01_0766;40;;Frühlingskampagne 2018;21.01.18;E;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1811;
2018_01_0767;40;;Frühlingskampagne 2018;21.01.18;E;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1812;
2018_01_0768;40;;Frühlingskampagne 2018;21.01.18;E;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1813;
2018_01_0769;40;;Frühlingskampagne 2018;21.01.18;E;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1814;
2018_01_0770;40;;Frühlingskampagne 2018;21.01.18;E;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1815;
2018_01_0771;40;;Frühlingskampagne 2018;21.01.18;E;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten;;;_DSC1816;
2018_01_0772;40;;Frühlingskampagne 2018;21.01.18;;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten ohne Raumangabe;;;_DSC1817;
2018_01_0773;40;;Frühlingskampagne 2018;21.01.18;;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten ohne Raumangabe;;;_DSC1818;
2018_01_0774;40;;Frühlingskampagne 2018;21.01.18;;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten ohne Raumangabe;;;_DSC1819;
2018_01_0775;40;;Frühlingskampagne 2018;21.01.18;;;;;;;;Kartonage/Maske;Div. Kleine Fragmente/ Kartonage und Mumienmaske;Aus Mumientüten ohne Raumangabe;;;_DSC1820;
